id_cliente,genero,idoso,tem_parceiro,tem_dependentes,meses_na_empresa,servico_telefone,multiplas_linhas,servico_internet,servico_seguranca,servico_backup,servico_protecao_equipamento,servico_suporte_tecnico,streaming_tv,streaming_filmes,contrato,fatura_digital,forma_pagamento,valor_mensal,total_gasto,churn
3716-BDVDB,Masculino,Não,Não,Não,1,Sim,Não,Fibra optica,Não,Não,Não,Não,Não,Não,Mensal,Sim,Boleto,69.1,69.1,Sim
7688-AWMDX,Masculino,Não,Sim,Não,71,Sim,Não,DSL,Sim,Não,Não,Sim,Não,Não,Bianual,Não,Transferencia,54.5,3778.2,Não
2842-BCQGE,Masculino,Não,Não,Não,43,Sim,Sim,Fibra optica,Não,Não,Não,Não,Não,Não,Mensal,Sim,Cartao de credito,75.35,3161.4,Não
7244-QWYHG,Masculino,Não,Sim,Não,50,Não,Não,DSL,Sim,Não,Não,Sim,Sim,Não,Anual,Sim,Transferencia,44.45,2188.45,Não
5899-MQZZL,Feminino,Não,Não,Não,13,Sim,Sim,Fibra optica,Não,Não,Não,Não,Não,Não,Mensal,Sim,Cheque,75.0,999.45,Sim
6849-OYAMU,Masculino,Não,Sim,Sim,19,Sim,Não,Fibra optica,Não,Sim,Não,Sim,Sim,Sim,Anual,Não,Transferencia,100.0,1888.65,Sim
5312-UXESG,Feminino,Não,Não,Não,41,Sim,Sim,Fibra optica,Não,Não,Sim,Não,Sim,Sim,Mensal,Não,Transferencia,98.05,3990.6,Não
9488-HGMJH,Feminino,Sim,Não,Não,1,Sim,Não,Fibra optica,Não,Não,Não,Não,Não,Não,Mensal,Sim,Boleto,71.15,71.15,Sim
6038-GCYEC,Feminino,Não,Não,Não,24,Não,Não,DSL,Não,Sim,Sim,Não,Sim,Sim,Mensal,Sim,Cartao de credito,54.15,1240.25,Sim
2150-WLKUW,Feminino,Não,Sim,Não,40,Sim,Sim,DSL,Não,Sim,Não,Não,Sim,Não,Anual,Não,Transferencia,63.9,2635.0,Não
7159-FVYPK,Feminino,Não,Sim,Sim,3,Sim,Sim,DSL,Não,Sim,Sim,Não,Sim,Não,Mensal,Sim,Transferencia,69.15,235.0,Não
7032-LMBHI,Feminino,Não,Não,Não,37,Sim,Sim,DSL,Sim,Não,Não,Não,Sim,Não,Anual,Não,Transferencia,64.65,2347.85,Não
1150-WFARN,Feminino,Não,Sim,Sim,67,Sim,Sim,Fibra optica,Sim,Não,Sim,Sim,Sim,Sim,Bianual,Sim,Cartao de credito,108.75,7156.2,Sim
6088-BXMRG,Feminino,Não,Sim,Sim,32,Sim,Sim,Fibra optica,Não,Sim,Não,Não,Sim,Sim,Mensal,Sim,Boleto,98.85,3089.6,Não
3144-AUDBS,Feminino,Não,Sim,Não,6,Sim,Não,DSL,Não,Não,Não,Sim,Não,Não,Mensal,Sim,Boleto,49.15,270.8,Sim
4821-SJHJV,Feminino,Não,Sim,Sim,32,Sim,Sim,Fibra optica,Sim,Não,Não,Não,Sim,Não,Mensal,Não,Boleto,89.6,2901.8,Não
7346-MEDWM,Feminino,Não,Não,Não,59,Sim,Sim,Fibra optica,Não,Sim,Sim,Não,Não,Não,Mensal,Sim,Boleto,83.25,4949.1,Não
1137-DGOWI,Feminino,Não,Sim,Não,30,Sim,Não,DSL,Não,Sim,Sim,Sim,Não,Sim,Anual,Não,Transferencia,70.25,2198.9,Não
5616-PRTNT,Masculino,Não,Não,Sim,20,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Mensal,Sim,Boleto,19.4,374.5,Sim
3812-LRZIR,Feminino,Não,Sim,Sim,27,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Bianual,Não,Boleto,24.5,761.95,Não
4818-QIUFN,Feminino,Sim,Não,Não,20,Sim,Sim,Fibra optica,Sim,Não,Não,Não,Não,Não,Mensal,Sim,Boleto,79.15,1520.9,Sim
9483-GCPWE,Masculino,Não,Não,Sim,9,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Anual,Não,Cheque,20.1,190.25,Não
4227-OJHAL,Feminino,Não,Sim,Sim,68,Sim,Sim,DSL,Sim,Sim,Sim,Não,Sim,Não,Anual,Sim,Cartao de credito,73.0,5163.0,Não
9220-CXRSC,Feminino,Não,Sim,Sim,69,Sim,Sim,DSL,Sim,Não,Não,Sim,Não,Não,Bianual,Não,Cartao de credito,61.4,4059.85,Não
4993-JCRGJ,Masculino,Não,Não,Não,26,Sim,Sim,Fibra optica,Não,Não,Sim,Sim,Não,Não,Mensal,Sim,Cheque,84.3,2281.6,Não
9537-JALFH,Masculino,Não,Sim,Sim,69,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Bianual,Não,Transferencia,19.9,1356.7,Não
6698-OXETB,Masculino,Não,Não,Não,11,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Bianual,Não,Cheque,20.4,231.45,Não
2103-ZRXFN,Masculino,Não,Não,Não,1,Sim,Sim,DSL,Não,Não,Não,Não,Não,Não,Mensal,Não,Cheque,50.75,50.75,Não
3724-BSCVH,Masculino,Não,Sim,Sim,10,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Anual,Não,Cheque,20.45,242.4,Não
4877-TSOFF,Feminino,Não,Sim,Sim,55,Sim,Sim,DSL,Sim,Sim,Não,Sim,Não,Sim,Anual,Sim,Transferencia,75.75,4264.25,Não
9209-NWPGU,Masculino,Não,Não,Não,44,Sim,Não,DSL,Sim,Não,Não,Sim,Sim,Não,Anual,Não,Boleto,65.4,2774.55,Não
6961-VCPMC,Masculino,Sim,Sim,Não,46,Sim,Não,Fibra optica,Não,Não,Não,Não,Não,Sim,Mensal,Sim,Boleto,80.4,3605.2,Sim
7306-YDSOI,Masculino,Não,Sim,Sim,69,Sim,Não,DSL,Sim,Sim,Sim,Não,Não,Não,Bianual,Sim,Transferencia,59.75,4069.9,Não
5288-AHOUP,Masculino,Sim,Não,Não,11,Sim,Não,Fibra optica,Não,Não,Não,Não,Não,Sim,Mensal,Sim,Boleto,78.5,874.2,Não
6688-UZPWD,Feminino,Não,Sim,Não,11,Sim,Sim,Fibra optica,Não,Sim,Não,Não,Sim,Sim,Mensal,Sim,Boleto,102.0,1145.35,Sim
0655-YDGFJ,Masculino,Não,Não,Não,29,Sim,Não,DSL,Não,Não,Sim,Não,Não,Não,Mensal,Não,Transferencia,48.95,1323.7,Não
8468-EHYJA,Feminino,Não,Sim,Não,57,Sim,Sim,Fibra optica,Sim,Não,Não,Não,Sim,Sim,Mensal,Sim,Boleto,99.65,5497.05,Não
6823-SIDFQ,Masculino,Não,Não,Não,28,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Anual,Não,Cartao de credito,18.25,534.7,Não
1097-FSPVW,Feminino,Não,Não,Não,42,Sim,Não,DSL,Sim,Não,Sim,Não,Não,Não,Mensal,Não,Cartao de credito,54.55,2455.05,Não
2839-RFSQE,Feminino,Não,Não,Não,2,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Mensal,Não,Cheque,20.65,38.7,Sim
8328-SKJNO,Masculino,Não,Não,Sim,23,Não,Não,DSL,Sim,Sim,Não,Sim,Não,Não,Anual,Não,Transferencia,40.65,947.4,Não
7010-ZMVBF,Feminino,Não,Sim,Sim,18,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Mensal,Não,Cheque,20.45,357.0,Não
5201-CBWYG,Masculino,Não,Sim,Sim,62,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Anual,Não,Transferencia,24.8,1476.25,Não
0968-GSIKN,Feminino,Não,Não,Não,1,Sim,Não,Fibra optica,Não,Não,Não,Não,Não,Não,Mensal,Sim,Cheque,70.8,70.8,Sim
1965-DDBWU,Masculino,Não,Não,Não,16,Sim,Sim,Fibra optica,Não,Não,Não,Sim,Não,Sim,Mensal,Sim,Cartao de credito,89.05,1448.6,Sim
9057-SIHCH,Feminino,Não,Não,Não,3,Sim,Sim,Fibra optica,Não,Não,Não,Não,Sim,Sim,Mensal,Sim,Boleto,96.6,291.9,Sim
6352-GIGGQ,Masculino,Não,Não,Não,67,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Sim,Sim,Anual,Sim,Transferencia,88.8,5903.15,Não
3635-QQRQD,Masculino,Não,Não,Não,62,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Bianual,Sim,Cartao de credito,20.05,1201.65,Não
6771-XWBDM,Feminino,Não,Sim,Não,57,Sim,Sim,Fibra optica,Não,Sim,Sim,Não,Sim,Sim,Mensal,Sim,Cartao de credito,104.5,5921.35,Sim
2897-DOVND,Masculino,Não,Não,Não,2,Sim,Não,Fibra optica,Não,Não,Não,Não,Não,Não,Mensal,Sim,Boleto,69.8,146.65,Não
3082-YVEKW,Feminino,Não,Sim,Sim,23,Sim,Sim,DSL,Sim,Não,Sim,Sim,Sim,Não,Bianual,Sim,Transferencia,77.15,1759.4,Não
0191-EQUUH,Feminino,Não,Não,Sim,25,Não,Não,DSL,Sim,Não,Não,Sim,Não,Não,Bianual,Não,Transferencia,35.05,844.45,Não
7134-HBPBS,Feminino,Sim,Não,Não,72,Sim,Sim,Fibra optica,Não,Sim,Sim,Sim,Sim,Sim,Bianual,Sim,Transferencia,108.1,7774.05,Não
3489-HHPFY,Feminino,Não,Sim,Não,2,Sim,Sim,Fibra optica,Não,Não,Não,Não,Sim,Não,Mensal,Sim,Boleto,84.05,134.05,Não
2926-JEJJC,Feminino,Não,Não,Não,8,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Anual,Sim,Transferencia,20.2,140.95,Não
8601-QACRS,Feminino,Não,Não,Não,5,Sim,Sim,DSL,Não,Não,Não,Não,Não,Não,Mensal,Sim,Cheque,50.6,249.95,Sim
4950-BDEUX,Masculino,Não,Não,Não,35,Não,Não,DSL,Não,Não,Sim,Não,Sim,Sim,Mensal,Não,Boleto,49.2,1701.65,Não
5789-LDFXO,Masculino,Não,Não,Não,24,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Anual,Não,Boleto,24.6,592.65,Não
0508-OOLTO,Feminino,Não,Sim,Sim,2,Sim,Não,Fibra optica,Não,Não,Não,Não,Não,Não,Mensal,Sim,Boleto,71.65,135.75,Não
2984-TBYKU,Masculino,Não,Sim,Sim,72,Sim,Sim,Fibra optica,Sim,Sim,Sim,Sim,Não,Sim,Bianual,Sim,Cartao de credito,104.9,7732.65,Não
9822-WMWVG,Feminino,Não,Não,Não,41,Sim,Sim,Fibra optica,Sim,Sim,Sim,Sim,Sim,Não,Mensal,Sim,Boleto,106.5,4282.4,Não
2391-SOORI,Masculino,Não,Não,Sim,4,Sim,Não,DSL,Sim,Não,Não,Não,Não,Não,Mensal,Não,Boleto,49.35,219.65,Sim
9040-KZVWO,Masculino,Não,Não,Não,26,Sim,Não,Fibra optica,Não,Sim,Não,Não,Não,Não,Anual,Não,Transferencia,75.5,2018.1,Não
2645-QTLMB,Masculino,Não,Não,Não,7,Sim,Não,Fibra optica,Não,Sim,Não,Não,Sim,Sim,Mensal,Sim,Boleto,94.25,669.0,Sim
4806-HIPDW,Feminino,Não,Sim,Não,1,Sim,Não,Fibra optica,Não,Não,Não,Não,Não,Não,Mensal,Sim,Boleto,68.95,68.95,Sim
1548-ARAGG,Feminino,Não,Sim,Sim,4,Sim,Sim,DSL,Não,Sim,Não,Sim,Não,Não,Mensal,Sim,Cheque,58.5,224.85,Não
6339-RZCBJ,Masculino,Não,Não,Não,48,Sim,Não,DSL,Não,Sim,Sim,Sim,Sim,Sim,Bianual,Não,Cartao de credito,78.9,3771.5,Não
4424-TKOPW,Masculino,Sim,Não,Não,2,Sim,Sim,Fibra optica,Não,Não,Não,Não,Sim,Sim,Mensal,Sim,Boleto,93.85,196.75,Sim
4415-WNGVR,Feminino,Sim,Sim,Não,12,Sim,Não,DSL,Sim,Não,Sim,Sim,Sim,Sim,Anual,Sim,Boleto,79.2,943.85,Não
2522-AHJXR,Masculino,Não,Sim,Não,60,Sim,Sim,Fibra optica,Sim,Não,Sim,Sim,Sim,Sim,Mensal,Sim,Transferencia,109.45,6572.85,Não
0412-UCCNP,Masculino,Não,Não,Não,55,Sim,Não,DSL,Sim,Não,Sim,Sim,Não,Não,Bianual,Sim,Boleto,59.2,3175.85,Não
1816-FLZDK,Masculino,Não,Não,Não,1,Não,Não,DSL,Não,Não,Não,Sim,Não,Não,Mensal,Não,Cheque,29.15,29.15,Não
7096-UCLNH,Masculino,Não,Não,Não,1,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Mensal,Não,Cheque,20.05,20.05,Não
8443-ZRDBZ,Masculino,Não,Não,Não,4,Sim,Sim,Fibra optica,Não,Não,Não,Não,Não,Não,Mensal,Sim,Boleto,76.05,318.9,Sim
9136-ALYBR,Masculino,Não,Não,Não,1,Não,Não,DSL,Não,Não,Não,Não,Não,Não,Mensal,Sim,Cheque,24.45,24.45,Sim
4615-PIVVU,Feminino,Não,Não,Não,42,Sim,Não,DSL,Não,Não,Sim,Sim,Não,Sim,Bianual,Não,Cartao de credito,66.5,2762.75,Não
8885-QSQBX,Feminino,Não,Não,Não,1,Sim,Não,DSL,Sim,Não,Não,Não,Não,Não,Mensal,Não,Transferencia,49.55,49.55,Não
7479-NITWS,Masculino,Não,Não,Não,7,Sim,Sim,Fibra optica,Não,Não,Sim,Não,Sim,Não,Mensal,Sim,Cartao de credito,89.35,631.85,Sim
8617-ENBDS,Masculino,Não,Não,Não,3,Sim,Não,Fibra optica,Não,Não,Sim,Não,Não,Não,Mensal,Sim,Cartao de credito,73.6,232.5,Não
9385-NXKDA,Feminino,Não,Sim,Não,72,Sim,Sim,DSL,Sim,Sim,Sim,Não,Sim,Sim,Bianual,Sim,Cartao de credito,82.65,5919.35,Não
0430-IHCDJ,Masculino,Não,Não,Não,15,Sim,Sim,DSL,Não,Não,Não,Não,Não,Não,Mensal,Sim,Boleto,49.0,749.25,Não
2959-MJHIC,Masculino,Não,Sim,Não,4,Sim,Não,Fibra optica,Não,Não,Não,Não,Sim,Não,Mensal,Sim,Boleto,80.35,307.4,Sim
6674-KVJHG,Feminino,Não,Não,Não,11,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Anual,Não,Boleto,25.2,245.15,Não
1814-DKOLC,Feminino,Não,Não,Não,5,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Mensal,Não,Cheque,25.45,134.75,Não
4201-JMNGR,Feminino,Sim,Não,Não,1,Sim,Não,DSL,Sim,Não,Sim,Não,Não,Não,Mensal,Sim,Boleto,55.8,55.8,Sim
9351-HXDMR,Masculino,Não,Sim,Não,72,Sim,Sim,Fibra optica,Sim,Não,Sim,Sim,Sim,Sim,Bianual,Sim,Cartao de credito,110.9,8240.85,Não
3537-HPKQT,Feminino,Não,Sim,Não,55,Sim,Sim,Fibra optica,Não,Sim,Não,Não,Não,Não,Mensal,Sim,Cartao de credito,77.75,4266.4,Não
2129-ALKBS,Feminino,Não,Sim,Sim,40,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Mensal,Sim,Boleto,26.2,1077.5,Não
5821-MMEIL,Feminino,Não,Sim,Não,57,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Bianual,Não,Transferencia,19.9,1115.6,Não
5960-WPXQM,Masculino,Não,Não,Não,1,Sim,Não,Fibra optica,Não,Não,Não,Não,Sim,Não,Mensal,Sim,Boleto,79.05,79.05,Sim
0684-AOSIH,Masculino,Não,Sim,Não,1,Sim,Não,Fibra optica,Sim,Não,Não,Não,Sim,Sim,Mensal,Sim,Boleto,95.0,95.0,Sim
8260-NGFNY,Feminino,Não,Não,Não,1,Não,Não,DSL,Não,Não,Não,Não,Não,Não,Mensal,Não,Cheque,25.2,25.2,Sim
1309-XGFSN,Masculino,Sim,Sim,Sim,52,Sim,Sim,DSL,Não,Sim,Sim,Não,Sim,Sim,Anual,Sim,Boleto,80.85,4079.55,Não
1866-RZZQS,Masculino,Sim,Não,Não,41,Sim,Sim,Fibra optica,Não,Não,Sim,Não,Sim,Sim,Mensal,Sim,Boleto,98.4,4187.75,Sim
6968-URWQU,Masculino,Não,Sim,Não,43,Sim,Não,DSL,Não,Não,Não,Não,Sim,Não,Anual,Sim,Cheque,56.35,2391.15,Não
4742-TXUEX,Feminino,Não,Sim,Sim,47,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Bianual,Não,Transferencia,19.3,890.5,Não
9631-XEYKE,Masculino,Não,Não,Não,3,Sim,Sim,DSL,Não,Não,Não,Não,Não,Não,Mensal,Não,Transferencia,50.4,137.25,Não
8631-NBHFZ,Masculino,Sim,Sim,Sim,66,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Sim,Não,Bianual,Não,Cartao de credito,79.4,5154.6,Sim
1335-MXCSE,Masculino,Não,Sim,Sim,55,Sim,Não,DSL,Não,Não,Sim,Sim,Não,Não,Bianual,Sim,Cartao de credito,55.25,3119.9,Não
8873-TMKGR,Masculino,Não,Não,Não,29,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Anual,Não,Cheque,19.1,529.5,Não
8800-JOOCF,Feminino,Não,Não,Sim,12,Sim,Sim,Fibra optica,Não,Não,Não,Não,Sim,Não,Mensal,Sim,Boleto,84.05,966.55,Não
1469-LBJQJ,Feminino,Não,Sim,Não,66,Sim,Sim,Fibra optica,Não,Sim,Sim,Não,Sim,Sim,Mensal,Sim,Boleto,105.2,6936.85,Não
4958-XCBDQ,Masculino,Sim,Não,Não,35,Sim,Sim,Fibra optica,Não,Não,Sim,Não,Sim,Sim,Mensal,Sim,Boleto,101.4,3496.3,Sim
8337-UPOAQ,Masculino,Sim,Sim,Não,10,Sim,Sim,Fibra optica,Não,Não,Sim,Não,Não,Sim,Mensal,Sim,Boleto,89.8,914.3,Sim
0064-YIJGF,Masculino,Não,Sim,Sim,27,Sim,Sim,Fibra optica,Não,Não,Não,Não,Não,Não,Mensal,Sim,Transferencia,75.75,1929.0,Não
2386-OWURY,Feminino,Não,Não,Não,58,Sim,Não,Fibra optica,Não,Não,Não,Sim,Sim,Sim,Mensal,Sim,Boleto,95.3,5817.7,Não
1725-IQNIY,Masculino,Não,Sim,Não,54,Sim,Não,Fibra optica,Sim,Sim,Sim,Sim,Sim,Sim,Bianual,Não,Transferencia,109.75,6110.2,Sim
0310-VQXAM,Masculino,Não,Não,Não,9,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Mensal,Não,Cheque,19.85,178.8,Não
6598-RFFVI,Masculino,Não,Não,Não,2,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Anual,Não,Cartao de credito,19.3,28.3,Sim
3453-RTHJQ,Masculino,Não,Não,Não,6,Sim,Não,Fibra optica,Não,Não,Não,Não,Não,Não,Mensal,Sim,Boleto,69.1,435.0,Não
6712-OAWRH,Feminino,Sim,Não,Não,26,Sim,Não,Fibra optica,Não,Não,Não,Não,Sim,Sim,Mensal,Sim,Boleto,91.25,2351.8,Sim
6278-FEPBZ,Feminino,Não,Não,Não,9,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Mensal,Não,Cheque,20.25,186.15,Não
4280-DLSHD,Masculino,Não,Sim,Não,8,Sim,Não,DSL,Não,Sim,Sim,Não,Não,Não,Mensal,Sim,Cheque,54.75,445.85,Não
1508-DFXCU,Masculino,Não,Não,Não,12,Sim,Não,Fibra optica,Não,Não,Não,Não,Sim,Não,Mensal,Sim,Boleto,81.45,912.0,Não
8614-VGMMV,Feminino,Não,Não,Não,15,Sim,Sim,DSL,Não,Não,Não,Não,Não,Não,Mensal,Sim,Boleto,49.1,679.55,Sim
7868-BGSZA,Masculino,Não,Sim,Não,43,Sim,Sim,DSL,Sim,Não,Sim,Não,Sim,Sim,Anual,Sim,Boleto,80.2,3581.6,Não
2800-QQUSO,Masculino,Não,Não,Não,42,Sim,Sim,Fibra optica,Não,Não,Não,Sim,Sim,Sim,Mensal,Sim,Boleto,100.3,4222.95,Não
2930-UOTMB,Feminino,Não,Não,Não,31,Sim,Sim,DSL,Sim,Não,Sim,Sim,Não,Não,Mensal,Não,Cartao de credito,65.25,1994.3,Sim
7973-DZRKH,Feminino,Não,Não,Sim,66,Sim,Sim,Fibra optica,Sim,Não,Sim,Sim,Não,Não,Bianual,Sim,Cartao de credito,90.95,5930.05,Não
5914-DVBWJ,Feminino,Sim,Não,Não,18,Sim,Sim,Fibra optica,Não,Sim,Não,Sim,Não,Não,Mensal,Sim,Boleto,85.45,1505.85,Sim
7698-YFGEZ,Masculino,Não,Não,Não,1,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Mensal,Não,Cheque,20.0,20.0,Não
2533-QVMSK,Masculino,Não,Sim,Não,61,Sim,Sim,Fibra optica,Não,Sim,Não,Sim,Sim,Não,Bianual,Sim,Boleto,94.1,5638.3,Sim
9773-PEQBZ,Masculino,Não,Não,Não,10,Sim,Sim,Fibra optica,Não,Sim,Não,Não,Não,Não,Mensal,Não,Boleto,79.85,797.25,Não
8644-XLFBW,Masculino,Sim,Não,Não,1,Sim,Não,Fibra optica,Não,Não,Não,Não,Não,Não,Mensal,Sim,Boleto,71.65,71.65,Sim
0650-BWOZN,Feminino,Sim,Não,Não,18,Sim,Não,Fibra optica,Não,Sim,Não,Não,Não,Não,Mensal,Sim,Boleto,73.55,1359.45,Não
8625-AZYZY,Masculino,Não,Sim,Não,24,Sim,Sim,Fibra optica,Não,Sim,Sim,Não,Sim,Sim,Mensal,Sim,Boleto,104.65,2542.45,Sim
7785-RDVIG,Feminino,Não,Sim,Sim,3,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Mensal,Não,Cheque,19.3,54.7,Não
9602-WCXPI,Masculino,Não,Não,Não,50,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Anual,Não,Cartao de credito,20.15,989.05,Não
2903-YYTBW,Masculino,Não,Sim,Sim,1,Sim,Não,DSL,Não,Não,Não,Não,Não,Não,Mensal,Não,Boleto,44.55,44.55,Não
3620-MWJNE,Masculino,Não,Não,Não,2,Sim,Não,DSL,Sim,Não,Não,Sim,Não,Não,Mensal,Sim,Cheque,54.45,87.3,Não
8573-JGCZW,Masculino,Não,Não,Não,17,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Anual,Sim,Transferencia,19.65,351.55,Não
6837-HAEVO,Masculino,Não,Sim,Sim,69,Sim,Sim,Fibra optica,Não,Sim,Sim,Não,Sim,Sim,Bianual,Sim,Boleto,105.0,7297.75,Não
6701-YVNQG,Masculino,Não,Sim,Não,72,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Sim,Sim,Bianual,Sim,Cartao de credito,88.7,6301.7,Não
9306-CPCBC,Feminino,Não,Não,Não,3,Sim,Sim,Fibra optica,Não,Não,Não,Não,Não,Não,Mensal,Sim,Boleto,74.25,210.3,Sim
4304-XUMGI,Masculino,Sim,Sim,Sim,50,Sim,Sim,DSL,Sim,Sim,Sim,Não,Não,Sim,Bianual,Sim,Transferencia,75.15,3822.45,Não
9504-YAZWB,Feminino,Não,Não,Não,53,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Bianual,Não,Cheque,20.25,1048.45,Não
8819-ZBYNA,Feminino,Não,Sim,Não,58,Sim,Sim,Fibra optica,Sim,Sim,Não,Sim,Sim,Sim,Bianual,Sim,Cartao de credito,109.1,6393.65,Não
6174-NRBTZ,Masculino,Não,Não,Não,46,Não,Não,DSL,Sim,Não,Não,Não,Não,Não,Anual,Sim,Transferencia,30.75,1489.3,Não
9481-IEBZY,Masculino,Sim,Sim,Não,72,Sim,Sim,Fibra optica,Sim,Sim,Sim,Sim,Sim,Sim,Mensal,Sim,Cartao de credito,112.9,8061.5,Não
1833-VGRUM,Feminino,Sim,Não,Não,1,Sim,Sim,Fibra optica,Não,Não,Não,Não,Não,Não,Mensal,Sim,Boleto,74.2,74.2,Sim
6137-NICCO,Feminino,Não,Sim,Sim,6,Sim,Sim,Fibra optica,Não,Sim,Sim,Não,Sim,Não,Mensal,Sim,Cheque,94.05,518.75,Não
9065-ZCPQX,Masculino,Não,Sim,Não,72,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Não,Sim,Bianual,Não,Transferencia,78.85,5763.15,Não
6402-EJMWF,Masculino,Não,Não,Não,4,Sim,Não,DSL,Não,Não,Não,Não,Não,Sim,Mensal,Sim,Cheque,55.3,238.5,Não
3620-EHIMZ,Feminino,Não,Sim,Sim,52,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Bianual,Não,Cheque,19.35,1031.7,Não
3213-VVOLG,Masculino,Não,Sim,Sim,0,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Bianual,Não,Cheque,25.35,1397.475,Não
6870-ECSHE,Feminino,Não,Não,Não,2,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Anual,Não,Cheque,20.45,34.8,Não
8747-UDCOI,Feminino,Não,Sim,Não,65,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Bianual,Não,Transferencia,19.35,1319.95,Não
8374-XGEJJ,Masculino,Sim,Sim,Não,43,Sim,Sim,Fibra optica,Não,Sim,Não,Não,Sim,Sim,Mensal,Sim,Boleto,101.0,4388.4,Sim
2656-TABEH,Masculino,Não,Sim,Não,4,Sim,Sim,Fibra optica,Não,Sim,Não,Não,Sim,Sim,Mensal,Sim,Boleto,100.2,420.2,Sim
6946-LMSQS,Masculino,Sim,Sim,Não,25,Sim,Sim,Fibra optica,Sim,Não,Não,Não,Não,Sim,Anual,Sim,Boleto,89.05,2177.45,Sim
4626-OZDTJ,Feminino,Não,Sim,Não,51,Sim,Sim,DSL,Não,Sim,Não,Sim,Sim,Sim,Anual,Sim,Cartao de credito,78.65,3950.85,Não
9169-BSVIN,Masculino,Não,Não,Não,12,Sim,Sim,DSL,Não,Não,Sim,Não,Sim,Sim,Mensal,Não,Transferencia,74.75,827.05,Não
2325-ZUSFD,Feminino,Não,Sim,Sim,57,Sim,Não,DSL,Sim,Não,Não,Não,Sim,Sim,Anual,Sim,Transferencia,70.1,3913.3,Sim
8194-PEEBY,Feminino,Não,Sim,Sim,24,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Anual,Não,Cheque,19.9,533.5,Não
6872-HXFNF,Feminino,Não,Sim,Não,64,Sim,Sim,DSL,Não,Não,Sim,Sim,Não,Não,Anual,Não,Transferencia,58.35,3756.45,Não
3932-CMDTD,Feminino,Não,Não,Não,4,Sim,Não,Fibra optica,Não,Sim,Sim,Sim,Sim,Sim,Anual,Sim,Boleto,105.65,443.9,Sim
7714-YXSMB,Feminino,Não,Não,Não,26,Sim,Sim,Fibra optica,Não,Não,Sim,Não,Sim,Sim,Mensal,Sim,Transferencia,100.5,2599.95,Não
8387-UGUSU,Feminino,Não,Sim,Sim,15,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Mensal,Não,Cheque,20.05,284.3,Não
1080-BWSYE,Masculino,Sim,Sim,Não,64,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Bianual,Não,Cartao de credito,25.65,1740.8,Não
4039-HEUNW,Masculino,Sim,Sim,Não,36,Sim,Sim,Fibra optica,Não,Sim,Não,Não,Sim,Sim,Mensal,Sim,Boleto,96.5,3436.1,Sim
1194-HVAIF,Feminino,Não,Sim,Não,27,Sim,Sim,Fibra optica,Não,Não,Não,Não,Sim,Sim,Mensal,Não,Cartao de credito,95.0,2462.55,Não
0812-WUPTB,Masculino,Sim,Sim,Não,1,Sim,Não,Fibra optica,Não,Não,Não,Não,Não,Não,Mensal,Não,Cheque,70.85,70.85,Sim
3594-UVONA,Feminino,Não,Não,Não,35,Sim,Sim,DSL,Sim,Não,Sim,Sim,Sim,Sim,Anual,Sim,Cartao de credito,85.95,3110.1,Sim
0004-TLHLJ,Masculino,Não,Não,Não,4,Sim,Não,Fibra optica,Não,Não,Sim,Não,Não,Não,Mensal,Sim,Boleto,73.9,280.85,Sim
